860,862,3204,3195
862,864,3213,3204
864,866,3222,3213
866,868,3231,3222
868,870,3240,3231
870,872,3249,3240
2610,3186,3258,2691
3186,3195,3267,3258
3195,3204,3276,3267
3204,3213,3285,3276
3213,3222,3294,3285
3222,3231,3303,3294
3231,3240,3312,3303
3240,3249,3321,3312
2691,3258,3330,2772
3258,3267,3339,3330
3267,3276,3348,3339
3276,3285,3357,3348
3285,3294,3366,3357
3294,3303,3375,3366
3303,3312,3384,3375
3312,3321,3393,3384
2772,3330,3402,2853
3330,3339,3411,3402
3339,3348,3420,3411
3348,3357,3429,3420
3357,3366,3438,3429
3366,3375,3447,3438
3375,3384,3456,3447
3384,3393,3465,3456
2853,3402,3474,2934
3402,3411,3483,3474
3411,3420,3492,3483
3420,3429,3501,3492
3429,3438,3510,3501
3438,3447,3519,3510
3447,3456,3528,3519
3456,3465,3537,3528
2934,3474,3546,3015
3474,3483,3555,3546
3483,3492,3564,3555
3492,3501,3573,3564
3501,3510,3582,3573
3510,3519,3591,3582
3519,3528,3600,3591
3528,3537,3609,3600
3015,3546,3618,3096
3546,3555,3627,3618
3555,3564,3636,3627
3564,3573,3645,3636
3573,3582,3654,3645
3582,3591,3663,3654
3591,3600,3672,3663
3600,3609,3681,3672
3096,3618,3690,3177
3618,3627,3699,3690
3627,3636,3708,3699
3636,3645,3717,3708
3645,3654,3726,3717
3654,3663,3735,3726
3663,3672,3744,3735
3672,3681,3753,3744
872,1506,3762,3249
1506,1508,3771,3762
1508,1510,3780,3771
1510,1512,3789,3780
1512,1514,3798,3789
1514,1516,3807,3798
1516,1518,3816,3807
1518,1520,3825,3816
3249,3762,3834,3321
3762,3771,3843,3834
3771,3780,3852,3843
3780,3789,3861,3852
3789,3798,3870,3861
3798,3807,3879,3870
3807,3816,3888,3879
3816,3825,3897,3888
3321,3834,3906,3393
3834,3843,3915,3906
3843,3852,3924,3915
3852,3861,3933,3924
3861,3870,3942,3933
3870,3879,3951,3942
3879,3888,3960,3951
3888,3897,3969,3960
3393,3906,3978,3465
3906,3915,3987,3978
3915,3924,3996,3987
3924,3933,4005,3996
3933,3942,4014,4005
3942,3951,4023,4014
3951,3960,4032,4023
3960,3969,4041,4032
3465,3978,4050,3537
3978,3987,4059,4050
3987,3996,4068,4059
3996,4005,4077,4068
4005,4014,4086,4077
4014,4023,4095,4086
4023,4032,4104,4095
4032,4041,4113,4104
3537,4050,4122,3609
4050,4059,4131,4122
4059,4068,4140,4131
4068,4077,4149,4140
4077,4086,4158,4149
4086,4095,4167,4158
4095,4104,4176,4167
4104,4113,4185,4176
3609,4122,4194,3681
4122,4131,4203,4194
4131,4140,4212,4203
4140,4149,4221,4212
4149,4158,4230,4221
4158,4167,4239,4230
4167,4176,4248,4239
4176,4185,4257,4248
3681,4194,4266,3753
4194,4203,4275,4266
4203,4212,4284,4275
4212,4221,4293,4284
4221,4230,4302,4293
4230,4239,4311,4302
4239,4248,4320,4311
4248,4257,4329,4320
146,4794,4795,148
4794,4812,4813,4795
4812,4830,4831,4813
4830,4848,4849,4831
4848,4866,4867,4849
4866,4884,4885,4867
4884,4902,4903,4885
4902,4920,4921,4903
148,4795,4930,236
4795,4813,4939,4930
4813,4831,4948,4939
4831,4849,4957,4948
4849,4867,4966,4957
4867,4885,4975,4966
4885,4903,4984,4975
4903,4921,4993,4984
236,4930,5002,317
4930,4939,5011,5002
4939,4948,5020,5011
4948,4957,5029,5020
4957,4966,5038,5029
4966,4975,5047,5038
4975,4984,5056,5047
4984,4993,5065,5056
317,5002,5074,398
5002,5011,5083,5074
5011,5020,5092,5083
5020,5029,5101,5092
5029,5038,5110,5101
5038,5047,5119,5110
5047,5056,5128,5119
5056,5065,5137,5128
398,5074,5146,479
5074,5083,5155,5146
5083,5092,5164,5155
5092,5101,5173,5164
5101,5110,5182,5173
5110,5119,5191,5182
5119,5128,5200,5191
5128,5137,5209,5200
479,5146,5218,560
5146,5155,5227,5218
5155,5164,5236,5227
5164,5173,5245,5236
5173,5182,5254,5245
5182,5191,5263,5254
5191,5200,5272,5263
5200,5209,5281,5272
560,5218,5290,641
5218,5227,5299,5290
5227,5236,5308,5299
5236,5245,5317,5308
5245,5254,5326,5317
5254,5263,5335,5326
5263,5272,5344,5335
5272,5281,5353,5344
641,5290,5362,722
5290,5299,5371,5362
5299,5308,5380,5371
5308,5317,5389,5380
5317,5326,5398,5389
5326,5335,5407,5398
5335,5344,5416,5407
5344,5353,5425,5416
4920,5426,5428,4921
5426,5430,5432,5428
5430,5434,5436,5432
5434,5438,5440,5436
5438,5442,5444,5440
5442,5446,5448,5444
5446,5450,5452,5448
5450,5454,5456,5452
4921,5428,5570,4993
5428,5432,5572,5570
5432,5436,5574,5572
5436,5440,5576,5574
5440,5444,5578,5576
5444,5448,5580,5578
5448,5452,5582,5580
5452,5456,5584,5582
4993,5570,5642,5065
5570,5572,5644,5642
5572,5574,5646,5644
5574,5576,5648,5646
5576,5578,5650,5648
5578,5580,5652,5650
5580,5582,5654,5652
5582,5584,5656,5654
5065,5642,5714,5137
5642,5644,5716,5714
5644,5646,5718,5716
5646,5648,5720,5718
5648,5650,5722,5720
5650,5652,5724,5722
5652,5654,5726,5724
5654,5656,5728,5726
5137,5714,5786,5209
5714,5716,5788,5786
5716,5718,5790,5788
5718,5720,5792,5790
5720,5722,5794,5792
5722,5724,5796,5794
5724,5726,5798,5796
5726,5728,5800,5798
5209,5786,5858,5281
5786,5788,5860,5858
5788,5790,5862,5860
5790,5792,5864,5862
5792,5794,5866,5864
5794,5796,5868,5866
5796,5798,5870,5868
5798,5800,5872,5870
5281,5858,5930,5353
5858,5860,5932,5930
5860,5862,5934,5932
5862,5864,5936,5934
5864,5866,5938,5936
5866,5868,5940,5938
5868,5870,5942,5940
5870,5872,5944,5942
5353,5930,6002,5425
5930,5932,6004,6002
5932,5934,6006,6004
5934,5936,6008,6006
5936,5938,6010,6008
5938,5940,6012,6010
5940,5942,6014,6012
5942,5944,6016,6014
1520,1521,6077,6075
6075,6077,6095,6093
6093,6095,6113,6111
6111,6113,6131,6129
6129,6131,6149,6147
6147,6149,6167,6165
6165,6167,6185,6183
6183,6185,5456,5454
1521,1593,6201,6077
6077,6201,6210,6095
6095,6210,6219,6113
6113,6219,6228,6131
6131,6228,6237,6149
6149,6237,6246,6167
6167,6246,6255,6185
6185,6255,5584,5456
1593,1665,6264,6201
6201,6264,6273,6210
6210,6273,6282,6219
6219,6282,6291,6228
6228,6291,6300,6237
6237,6300,6309,6246
6246,6309,6318,6255
6255,6318,5656,5584
1665,1737,6327,6264
6264,6327,6336,6273
6273,6336,6345,6282
6282,6345,6354,6291
6291,6354,6363,6300
6300,6363,6372,6309
6309,6372,6381,6318
6318,6381,5728,5656
1737,1809,6390,6327
6327,6390,6399,6336
6336,6399,6408,6345
6345,6408,6417,6354
6354,6417,6426,6363
6363,6426,6435,6372
6372,6435,6444,6381
6381,6444,5800,5728
1809,1881,6453,6390
6390,6453,6462,6399
6399,6462,6471,6408
6408,6471,6480,6417
6417,6480,6489,6426
6426,6489,6498,6435
6435,6498,6507,6444
6444,6507,5872,5800
1881,1953,6516,6453
6453,6516,6525,6462
6462,6525,6534,6471
6471,6534,6543,6480
6480,6543,6552,6489
6489,6552,6561,6498
6498,6561,6570,6507
6507,6570,5944,5872
1953,2025,6579,6516
6516,6579,6588,6525
6525,6588,6597,6534
6534,6597,6606,6543
6543,6606,6615,6552
6552,6615,6624,6561
6561,6624,6633,6570
6570,6633,6016,5944
4920,4902,7099,7098
4902,4884,7108,7099
4884,4866,7117,7108
4866,4848,7126,7117
4848,4830,7135,7126
4830,4812,7144,7135
4812,4794,7153,7144
4794,146,7162,7153
7098,7099,7180,7179
7099,7108,7189,7180
7108,7117,7198,7189
7117,7126,7207,7198
7126,7135,7216,7207
7135,7144,7225,7216
7144,7153,7234,7225
7153,7162,7243,7234
7179,7180,7261,7260
7180,7189,7270,7261
7189,7198,7279,7270
7198,7207,7288,7279
7207,7216,7297,7288
7216,7225,7306,7297
7225,7234,7315,7306
7234,7243,7324,7315
7260,7261,7342,7341
7261,7270,7351,7342
7270,7279,7360,7351
7279,7288,7369,7360
7288,7297,7378,7369
7297,7306,7387,7378
7306,7315,7396,7387
7315,7324,7405,7396
7341,7342,7423,7422
7342,7351,7432,7423
7351,7360,7441,7432
7360,7369,7450,7441
7369,7378,7459,7450
7378,7387,7468,7459
7387,7396,7477,7468
7396,7405,7486,7477
7422,7423,7504,7503
7423,7432,7513,7504
7432,7441,7522,7513
7441,7450,7531,7522
7450,7459,7540,7531
7459,7468,7549,7540
7468,7477,7558,7549
7477,7486,7567,7558
7503,7504,7585,7584
7504,7513,7594,7585
7513,7522,7603,7594
7522,7531,7612,7603
7531,7540,7621,7612
7540,7549,7630,7621
7549,7558,7639,7630
7558,7567,7648,7639
7584,7585,7666,7665
7585,7594,7675,7666
7594,7603,7684,7675
7603,7612,7693,7684
7612,7621,7702,7693
7621,7630,7711,7702
7630,7639,7720,7711
7639,7648,7729,7720
5426,4920,7098,7794
5430,5426,7794,7795
5434,5430,7795,7796
5438,5434,7796,7797
5442,5438,7797,7798
5446,5442,7798,7799
5450,5446,7799,7800
5454,5450,7800,7801
7794,7098,7179,7866
7795,7794,7866,7867
7796,7795,7867,7868
7797,7796,7868,7869
7798,7797,7869,7870
7799,7798,7870,7871
7800,7799,7871,7872
7801,7800,7872,7873
7866,7179,7260,7938
7867,7866,7938,7939
7868,7867,7939,7940
7869,7868,7940,7941
7870,7869,7941,7942
7871,7870,7942,7943
7872,7871,7943,7944
7873,7872,7944,7945
7938,7260,7341,8010
7939,7938,8010,8011
7940,7939,8011,8012
7941,7940,8012,8013
7942,7941,8013,8014
7943,7942,8014,8015
7944,7943,8015,8016
7945,7944,8016,8017
8010,7341,7422,8082
8011,8010,8082,8083
8012,8011,8083,8084
8013,8012,8084,8085
8014,8013,8085,8086
8015,8014,8086,8087
8016,8015,8087,8088
8017,8016,8088,8089
8082,7422,7503,8154
8083,8082,8154,8155
8084,8083,8155,8156
8085,8084,8156,8157
8086,8085,8157,8158
8087,8086,8158,8159
8088,8087,8159,8160
8089,8088,8160,8161
8154,7503,7584,8226
8155,8154,8226,8227
8156,8155,8227,8228
8157,8156,8228,8229
8158,8157,8229,8230
8159,8158,8230,8231
8160,8159,8231,8232
8161,8160,8232,8233
8226,7584,7665,8298
8227,8226,8298,8299
8228,8227,8299,8300
8229,8228,8300,8301
8230,8229,8301,8302
8231,8230,8302,8303
8232,8231,8303,8304
8233,8232,8304,8305
6183,5454,7801,8370
6165,6183,8370,8371
6147,6165,8371,8372
6129,6147,8372,8373
6111,6129,8373,8374
6093,6111,8374,8375
6075,6093,8375,8376
1520,6075,8376,8377
8370,7801,7873,8442
8371,8370,8442,8443
8372,8371,8443,8444
8373,8372,8444,8445
8374,8373,8445,8446
8375,8374,8446,8447
8376,8375,8447,8448
8377,8376,8448,8449
8442,7873,7945,8514
8443,8442,8514,8515
8444,8443,8515,8516
8445,8444,8516,8517
8446,8445,8517,8518
8447,8446,8518,8519
8448,8447,8519,8520
8449,8448,8520,8521
8514,7945,8017,8586
8515,8514,8586,8587
8516,8515,8587,8588
8517,8516,8588,8589
8518,8517,8589,8590
8519,8518,8590,8591
8520,8519,8591,8592
8521,8520,8592,8593
8586,8017,8089,8658
8587,8586,8658,8659
8588,8587,8659,8660
8589,8588,8660,8661
8590,8589,8661,8662
8591,8590,8662,8663
8592,8591,8663,8664
8593,8592,8664,8665
8658,8089,8161,8730
8659,8658,8730,8731
8660,8659,8731,8732
8661,8660,8732,8733
8662,8661,8733,8734
8663,8662,8734,8735
8664,8663,8735,8736
8665,8664,8736,8737
8730,8161,8233,8802
8731,8730,8802,8803
8732,8731,8803,8804
8733,8732,8804,8805
8734,8733,8805,8806
8735,8734,8806,8807
8736,8735,8807,8808
8737,8736,8808,8809
8802,8233,8305,8874
8803,8802,8874,8875
8804,8803,8875,8876
8805,8804,8876,8877
8806,8805,8877,8878
8807,8806,8878,8879
8808,8807,8879,8880
8809,8808,8880,8881
9458,146,2546,9459
9460,9458,9459,9461
9462,9460,9461,9463
9464,9462,9463,9465
9466,9464,9465,9467
9468,9466,9467,9469
9470,9468,9469,9471
9472,9470,9471,9473
9459,2546,2627,9538
9461,9459,9538,9539
9463,9461,9539,9540
9465,9463,9540,9541
9467,9465,9541,9542
9469,9467,9542,9543
9471,9469,9543,9544
9473,9471,9544,9545
9538,2627,2708,9610
9539,9538,9610,9611
9540,9539,9611,9612
9541,9540,9612,9613
9542,9541,9613,9614
9543,9542,9614,9615
9544,9543,9615,9616
9545,9544,9616,9617
9610,2708,2789,9682
9611,9610,9682,9683
9612,9611,9683,9684
9613,9612,9684,9685
9614,9613,9685,9686
9615,9614,9686,9687
9616,9615,9687,9688
9617,9616,9688,9689
9682,2789,2870,9754
9683,9682,9754,9755
9684,9683,9755,9756
9685,9684,9756,9757
9686,9685,9757,9758
9687,9686,9758,9759
9688,9687,9759,9760
9689,9688,9760,9761
9754,2870,2951,9826
9755,9754,9826,9827
9756,9755,9827,9828
9757,9756,9828,9829
9758,9757,9829,9830
9759,9758,9830,9831
9760,9759,9831,9832
9761,9760,9832,9833
9826,2951,3032,9898
9827,9826,9898,9899
9828,9827,9899,9900
9829,9828,9900,9901
9830,9829,9901,9902
9831,9830,9902,9903
9832,9831,9903,9904
9833,9832,9904,9905
9898,3032,3113,9970
9899,9898,9970,9971
9900,9899,9971,9972
9901,9900,9972,9973
9902,9901,9973,9974
9903,9902,9974,9975
9904,9903,9975,9976
9905,9904,9976,9977
10106,9472,9473,10107
10108,10106,10107,10109
10110,10108,10109,10111
10112,10110,10111,10113
10114,10112,10113,10115
10116,10114,10115,10117
10118,10116,10117,10119
10120,10118,10119,10121
10107,9473,9545,10186
10109,10107,10186,10187
10111,10109,10187,10188
10113,10111,10188,10189
10115,10113,10189,10190
10117,10115,10190,10191
10119,10117,10191,10192
10121,10119,10192,10193
10186,9545,9617,10258
10187,10186,10258,10259
10188,10187,10259,10260
10189,10188,10260,10261
10190,10189,10261,10262
10191,10190,10262,10263
10192,10191,10263,10264
10193,10192,10264,10265
10258,9617,9689,10330
10259,10258,10330,10331
10260,10259,10331,10332
10261,10260,10332,10333
10262,10261,10333,10334
10263,10262,10334,10335
10264,10263,10335,10336
10265,10264,10336,10337
10330,9689,9761,10402
10331,10330,10402,10403
10332,10331,10403,10404
10333,10332,10404,10405
10334,10333,10405,10406
10335,10334,10406,10407
10336,10335,10407,10408
10337,10336,10408,10409
10402,9761,9833,10474
10403,10402,10474,10475
10404,10403,10475,10476
10405,10404,10476,10477
10406,10405,10477,10478
10407,10406,10478,10479
10408,10407,10479,10480
10409,10408,10480,10481
10474,9833,9905,10546
10475,10474,10546,10547
10476,10475,10547,10548
10477,10476,10548,10549
10478,10477,10549,10550
10479,10478,10550,10551
10480,10479,10551,10552
10481,10480,10552,10553
10546,9905,9977,10618
10547,10546,10618,10619
10548,10547,10619,10620
10549,10548,10620,10621
10550,10549,10621,10622
10551,10550,10622,10623
10552,10551,10623,10624
10553,10552,10624,10625
10738,10120,10121,10739
10740,10738,10739,10741
10742,10740,10741,10743
10744,10742,10743,10745
10746,10744,10745,10747
10748,10746,10747,10749
10750,10748,10749,10751
1520,10750,10751,3825
10739,10121,10193,10808
10741,10739,10808,10809
10743,10741,10809,10810
10745,10743,10810,10811
10747,10745,10811,10812
10749,10747,10812,10813
10751,10749,10813,10814
3825,10751,10814,3897
10808,10193,10265,10871
10809,10808,10871,10872
10810,10809,10872,10873
10811,10810,10873,10874
10812,10811,10874,10875
10813,10812,10875,10876
10814,10813,10876,10877
3897,10814,10877,3969
10871,10265,10337,10934
10872,10871,10934,10935
10873,10872,10935,10936
10874,10873,10936,10937
10875,10874,10937,10938
10876,10875,10938,10939
10877,10876,10939,10940
3969,10877,10940,4041
10934,10337,10409,10997
10935,10934,10997,10998
10936,10935,10998,10999
10937,10936,10999,11000
10938,10937,11000,11001
10939,10938,11001,11002
10940,10939,11002,11003
4041,10940,11003,4113
10997,10409,10481,11060
10998,10997,11060,11061
10999,10998,11061,11062
11000,10999,11062,11063
11001,11000,11063,11064
11002,11001,11064,11065
11003,11002,11065,11066
4113,11003,11066,4185
11060,10481,10553,11123
11061,11060,11123,11124
11062,11061,11124,11125
11063,11062,11125,11126
11064,11063,11126,11127
11065,11064,11127,11128
11066,11065,11128,11129
4185,11066,11129,4257
11123,10553,10625,11186
11124,11123,11186,11187
11125,11124,11187,11188
11126,11125,11188,11189
11127,11126,11189,11190
11128,11127,11190,11191
11129,11128,11191,11192
4257,11129,11192,4329
146,9458,11634,7162
9458,9460,11636,11634
9460,9462,11638,11636
9462,9464,11640,11638
9464,9466,11642,11640
9466,9468,11644,11642
9468,9470,11646,11644
9470,9472,11648,11646
7162,11634,11706,7243
11634,11636,11708,11706
11636,11638,11710,11708
11638,11640,11712,11710
11640,11642,11714,11712
11642,11644,11716,11714
11644,11646,11718,11716
11646,11648,11720,11718
7243,11706,11778,7324
11706,11708,11780,11778
11708,11710,11782,11780
11710,11712,11784,11782
11712,11714,11786,11784
11714,11716,11788,11786
11716,11718,11790,11788
11718,11720,11792,11790
7324,11778,11850,7405
11778,11780,11852,11850
11780,11782,11854,11852
11782,11784,11856,11854
11784,11786,11858,11856
11786,11788,11860,11858
11788,11790,11862,11860
11790,11792,11864,11862
7405,11850,11922,7486
11850,11852,11924,11922
11852,11854,11926,11924
11854,11856,11928,11926
11856,11858,11930,11928
11858,11860,11932,11930
11860,11862,11934,11932
11862,11864,11936,11934
7486,11922,11994,7567
11922,11924,11996,11994
11924,11926,11998,11996
11926,11928,12000,11998
11928,11930,12002,12000
11930,11932,12004,12002
11932,11934,12006,12004
11934,11936,12008,12006
7567,11994,12066,7648
11994,11996,12068,12066
11996,11998,12070,12068
11998,12000,12072,12070
12000,12002,12074,12072
12002,12004,12076,12074
12004,12006,12078,12076
12006,12008,12080,12078
7648,12066,12138,7729
12066,12068,12140,12138
12068,12070,12142,12140
12070,12072,12144,12142
12072,12074,12146,12144
12074,12076,12148,12146
12076,12078,12150,12148
12078,12080,12152,12150
10118,10120,12275,12274
10116,10118,12274,12276
10114,10116,12276,12277
10112,10114,12277,12278
10110,10112,12278,12279
10108,10110,12279,12280
10106,10108,12280,12281
9472,10106,12281,11648
12274,12275,12347,12346
12276,12274,12346,12348
12277,12276,12348,12349
12278,12277,12349,12350
12279,12278,12350,12351
12280,12279,12351,12352
12281,12280,12352,12353
11648,12281,12353,11720
12346,12347,12419,12418
12348,12346,12418,12420
12349,12348,12420,12421
12350,12349,12421,12422
12351,12350,12422,12423
12352,12351,12423,12424
12353,12352,12424,12425
11720,12353,12425,11792
12418,12419,12491,12490
12420,12418,12490,12492
12421,12420,12492,12493
12422,12421,12493,12494
12423,12422,12494,12495
12424,12423,12495,12496
12425,12424,12496,12497
11792,12425,12497,11864
12490,12491,12563,12562
12492,12490,12562,12564
12493,12492,12564,12565
12494,12493,12565,12566
12495,12494,12566,12567
12496,12495,12567,12568
12497,12496,12568,12569
11864,12497,12569,11936
12562,12563,12635,12634
12564,12562,12634,12636
12565,12564,12636,12637
12566,12565,12637,12638
12567,12566,12638,12639
12568,12567,12639,12640
12569,12568,12640,12641
11936,12569,12641,12008
12634,12635,12707,12706
12636,12634,12706,12708
12637,12636,12708,12709
12638,12637,12709,12710
12639,12638,12710,12711
12640,12639,12711,12712
12641,12640,12712,12713
12008,12641,12713,12080
12706,12707,12779,12778
12708,12706,12778,12780
12709,12708,12780,12781
12710,12709,12781,12782
12711,12710,12782,12783
12712,12711,12783,12784
12713,12712,12784,12785
12080,12713,12785,12152
10750,1520,8377,12842
10748,10750,12842,12843
10746,10748,12843,12844
10744,10746,12844,12845
10742,10744,12845,12846
10740,10742,12846,12847
10738,10740,12847,12848
10120,10738,12848,12275
12842,8377,8449,12905
12843,12842,12905,12906
12844,12843,12906,12907
12845,12844,12907,12908
12846,12845,12908,12909
12847,12846,12909,12910
12848,12847,12910,12911
12275,12848,12911,12347
12905,8449,8521,12968
12906,12905,12968,12969
12907,12906,12969,12970
12908,12907,12970,12971
12909,12908,12971,12972
12910,12909,12972,12973
12911,12910,12973,12974
12347,12911,12974,12419
12968,8521,8593,13031
12969,12968,13031,13032
12970,12969,13032,13033
12971,12970,13033,13034
12972,12971,13034,13035
12973,12972,13035,13036
12974,12973,13036,13037
12419,12974,13037,12491
13031,8593,8665,13094
13032,13031,13094,13095
13033,13032,13095,13096
13034,13033,13096,13097
13035,13034,13097,13098
13036,13035,13098,13099
13037,13036,13099,13100
12491,13037,13100,12563
13094,8665,8737,13157
13095,13094,13157,13158
13096,13095,13158,13159
13097,13096,13159,13160
13098,13097,13160,13161
13099,13098,13161,13162
13100,13099,13162,13163
12563,13100,13163,12635
13157,8737,8809,13220
13158,13157,13220,13221
13159,13158,13221,13222
13160,13159,13222,13223
13161,13160,13223,13224
13162,13161,13224,13225
13163,13162,13225,13226
12635,13163,13226,12707
13220,8809,8881,13283
13221,13220,13283,13284
13222,13221,13284,13285
13223,13222,13285,13286
13224,13223,13286,13287
13225,13224,13287,13288
13226,13225,13288,13289
12707,13226,13289,12779
7729,13706,13708,13707
13706,13725,13726,13708
13725,13743,13744,13726
13743,13761,13762,13744
13761,13779,13780,13762
13779,13797,13798,13780
13797,13815,13816,13798
13815,13833,13834,13816
13707,13708,13852,13851
13708,13726,13861,13852
13726,13744,13870,13861
13744,13762,13879,13870
13762,13780,13888,13879
13780,13798,13897,13888
13798,13816,13906,13897
13816,13834,13915,13906
13851,13852,13933,13932
13852,13861,13942,13933
13861,13870,13951,13942
13870,13879,13960,13951
13879,13888,13969,13960
13888,13897,13978,13969
13897,13906,13987,13978
13906,13915,13996,13987
13932,13933,14014,14013
13933,13942,14023,14014
13942,13951,14032,14023
13951,13960,14041,14032
13960,13969,14050,14041
13969,13978,14059,14050
13978,13987,14068,14059
13987,13996,14077,14068
14013,14014,14095,14094
14014,14023,14104,14095
14023,14032,14113,14104
14032,14041,14122,14113
14041,14050,14131,14122
14050,14059,14140,14131
14059,14068,14149,14140
14068,14077,14158,14149
14094,14095,14176,14175
14095,14104,14185,14176
14104,14113,14194,14185
14113,14122,14203,14194
14122,14131,14212,14203
14131,14140,14221,14212
14140,14149,14230,14221
14149,14158,14239,14230
